gene1,gene2,gene1_valid,gene2_valid,string_interaction_found,string_combined_score,string_evidence_breakdown,string_source_url,string_curated_overlap_risk,biogrid_interaction_found,biogrid_evidence_count,biogrid_experimental_systems,biogrid_pubmed_ids,biogrid_source_url,tissue,gene1_tissue_expression,gene2_tissue_expression,verdict,notes
DKC1,PARN,True,True,True,0.745,textmining=0.737; coexpression=0.068,https://string-db.org/cgi/network?identifiers=DKC1%0dPARN&species=9606,none,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=DKC1%20PARN,bone marrow,expressed (broadly_detected),expressed (broadly_detected),discordant,Only StringDB reports evidence; the other source does not.
DUT,RPL11,True,True,False,,no_edge_in_string,https://string-db.org/cgi/network?identifiers=DUT%0dRPL11&species=9606,not_applicable,True,1,Positive Genetic,30033366,https://thebiogrid.org/search.php?search=DUT%20RPL11,bone marrow,expressed (broadly_detected),expressed (broadly_detected),discordant,Only BioGRID reports evidence; the other source does not.
KRAS,RPL27,True,True,False,,no_edge_in_string,https://string-db.org/cgi/network?identifiers=KRAS%0dRPL27&species=9606,not_applicable,True,1,Negative Genetic,34373451,https://thebiogrid.org/search.php?search=KRAS%20RPL27,bone marrow,expressed (broadly_detected),expressed (broadly_detected),discordant,Only BioGRID reports evidence; the other source does not.
BRCA2,UBE2T,True,True,True,0.643,textmining=0.597; coexpression=0.149,https://string-db.org/cgi/network?identifiers=BRCA2%0dUBE2T&species=9606,none,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=BRCA2%20UBE2T,bone marrow,expressed (nTPM=5.2),inconclusive (Detected in many),discordant,Only StringDB reports evidence; the other source does not.
CEBPA,SMARCD2,True,True,True,0.476,textmining=0.426; coexpression=0.097; experimental=0.071,https://string-db.org/cgi/network?identifiers=CEBPA%0dSMARCD2&species=9606,none,True,2,Protein-peptide; Proximity Label-MS,34189442,https://thebiogrid.org/search.php?search=CEBPA%20SMARCD2,bone marrow,inconclusive (Detected in many),expressed (broadly_detected),concordant_positive,Both StringDB and BioGRID report evidence of interaction.
IKZF1,MAD2L2,True,True,False,,no_edge_in_string,https://string-db.org/cgi/network?identifiers=IKZF1%0dMAD2L2&species=9606,not_applicable,True,1,Two-hybrid,25416956,https://thebiogrid.org/search.php?search=IKZF1%20MAD2L2,bone marrow,expressed (nTPM=160.4),expressed (broadly_detected),discordant,Only BioGRID reports evidence; the other source does not.
GLRX5,SLC25A38,True,True,True,0.943,textmining=0.939; coexpression=0.104,https://string-db.org/cgi/network?identifiers=GLRX5%0dSLC25A38&species=9606,none,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=GLRX5%20SLC25A38,bone marrow,expressed (broadly_detected),expressed (broadly_detected),discordant,Only StringDB reports evidence; the other source does not.
RAD51C,RPS27A,True,True,True,0.466,curated_database=0.400; experimental=0.092; textmining=0.091; coexpression=0.050,https://string-db.org/cgi/network?identifiers=RAD51C%0dRPS27A&species=9606,low,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=RAD51C%20RPS27A,bone marrow,expressed (broadly_detected),expressed (broadly_detected),discordant,Only StringDB reports evidence; the other source does not.
JAK2,KIT,True,True,True,0.707,curated_database=0.400; experimental=0.316; textmining=0.313; coexpression=0.086,https://string-db.org/cgi/network?identifiers=JAK2%0dKIT&species=9606,low,True,1,Affinity Capture-Western,7527392,https://thebiogrid.org/search.php?search=JAK2%20KIT,bone marrow,expressed (broadly_detected),inconclusive (Detected in many),concordant_positive,Both StringDB and BioGRID report evidence of interaction.
BRIP1,ERCC4,True,True,True,0.82,textmining=0.685; curated_database=0.400; coexpression=0.123,https://string-db.org/cgi/network?identifiers=BRIP1%0dERCC4&species=9606,low,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=BRIP1%20ERCC4,bone marrow,expressed (nTPM=2.6),expressed (broadly_detected),discordant,Only StringDB reports evidence; the other source does not.
FANCC,MAD2L2,True,True,True,0.581,textmining=0.581,https://string-db.org/cgi/network?identifiers=FANCC%0dMAD2L2&species=9606,none,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=FANCC%20MAD2L2,bone marrow,inconclusive (Detected in many),expressed (broadly_detected),discordant,Only StringDB reports evidence; the other source does not.
C15orf41,SEC23B,True,True,True,0.722,textmining=0.722,https://string-db.org/cgi/network?identifiers=C15orf41%0dSEC23B&species=9606,none,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=C15orf41%20SEC23B,bone marrow,not_found_in_hpa,expressed (broadly_detected),discordant,Only StringDB reports evidence; the other source does not.
WAS,WDR1,True,True,True,0.452,textmining=0.447; coexpression=0.050,https://string-db.org/cgi/network?identifiers=WAS%0dWDR1&species=9606,none,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=WAS%20WDR1,bone marrow,expressed (nTPM=61.5),expressed (broadly_detected),discordant,Only StringDB reports evidence; the other source does not.
ATM,FANCA,True,True,True,0.737,textmining=0.737,https://string-db.org/cgi/network?identifiers=ATM%0dFANCA&species=9606,none,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=ATM%20FANCA,bone marrow,expressed (broadly_detected),inconclusive (Detected in many),discordant,Only StringDB reports evidence; the other source does not.
RPL35,RPS27,True,True,True,0.999,experimental=0.981; coexpression=0.960; textmining=0.746,https://string-db.org/cgi/network?identifiers=RPL35%0dRPS27&species=9606,none,True,2,Co-fractionation,22863883; 26344197,https://thebiogrid.org/search.php?search=RPL35%20RPS27,bone marrow,expressed (broadly_detected),expressed (broadly_detected),concordant_positive,Both StringDB and BioGRID report evidence of interaction.
NOP10,TERT,True,True,True,0.999,textmining=0.997; curated_database=0.900,https://string-db.org/cgi/network?identifiers=NOP10%0dTERT&species=9606,high,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=NOP10%20TERT,bone marrow,expressed (broadly_detected),not_detected,discordant,"Only StringDB reports evidence; the other source does not. CAVEAT: interaction evidence exists, but TERT is not detected in 'bone marrow' per HPA -- biological relevance in this tissue is questionable."
RPS28,SRP54,True,True,True,0.837,experimental=0.812; textmining=0.135; coexpression=0.083,https://string-db.org/cgi/network?identifiers=RPS28%0dSRP54&species=9606,none,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=RPS28%20SRP54,bone marrow,expressed (broadly_detected),expressed (broadly_detected),discordant,Only StringDB reports evidence; the other source does not.
RTEL1,SLX4,True,True,True,0.955,textmining=0.898; experimental=0.510; coexpression=0.160; neighborhood=0.069,https://string-db.org/cgi/network?identifiers=RTEL1%0dSLX4&species=9606,none,True,8,Affinity Capture-MS; Affinity Capture-Western; Co-localization; Reconstituted Complex; Two-hybrid,31495888; 32398829; 37071664,https://thebiogrid.org/search.php?search=RTEL1%20SLX4,bone marrow,inconclusive (Detected in many),inconclusive (Detected in many),concordant_positive,Both StringDB and BioGRID report evidence of interaction.
BRCA1,SLX4,True,True,True,0.905,textmining=0.681; curated_database=0.500; experimental=0.439; coexpression=0.067,https://string-db.org/cgi/network?identifiers=BRCA1%0dSLX4&species=9606,high,True,3,Affinity Capture-MS; Proximity Label-MS,29656893; 37059091; 37071664,https://thebiogrid.org/search.php?search=BRCA1%20SLX4,bone marrow,expressed (broadly_detected),inconclusive (Detected in many),concordant_positive,"Both StringDB and BioGRID report evidence of interaction. CAVEAT: StringDB's score here is driven mainly by its curated-database channel, which can itself be sourced from BioGRID/IntAct/KEGG/etc. -- this agreement may not be fully independent corroboration."
GP9,ITGB3,True,True,True,0.888,textmining=0.817; coexpression=0.402; experimental=0.057,https://string-db.org/cgi/network?identifiers=GP9%0dITGB3&species=9606,none,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=GP9%20ITGB3,bone marrow,expressed (nTPM=4.8),inconclusive (Detected in many),discordant,Only StringDB reports evidence; the other source does not.
TP53,WDR1,True,True,False,,no_edge_in_string,https://string-db.org/cgi/network?identifiers=TP53%0dWDR1&species=9606,not_applicable,True,2,Affinity Capture-MS,32807901; 34591612,https://thebiogrid.org/search.php?search=TP53%20WDR1,bone marrow,expressed (broadly_detected),expressed (broadly_detected),discordant,Only BioGRID reports evidence; the other source does not.
AP3B1,RAB27A,True,True,True,0.665,textmining=0.663; coexpression=0.049,https://string-db.org/cgi/network?identifiers=AP3B1%0dRAB27A&species=9606,none,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=AP3B1%20RAB27A,bone marrow,expressed (broadly_detected),expressed (broadly_detected),discordant,Only StringDB reports evidence; the other source does not.
PALB2,RTEL1,True,True,True,0.621,curated_database=0.400; textmining=0.342; coexpression=0.116,https://string-db.org/cgi/network?identifiers=PALB2%0dRTEL1&species=9606,low,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=PALB2%20RTEL1,bone marrow,expressed (broadly_detected),inconclusive (Detected in many),discordant,Only StringDB reports evidence; the other source does not.
ATR,RPS27A,True,True,True,0.514,curated_database=0.500; coexpression=0.058; textmining=0.052,https://string-db.org/cgi/network?identifiers=ATR%0dRPS27A&species=9606,high,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=ATR%20RPS27A,bone marrow,inconclusive (Detected in many),expressed (broadly_detected),discordant,Only StringDB reports evidence; the other source does not.
ATM,FANCC,True,True,True,0.775,textmining=0.775,https://string-db.org/cgi/network?identifiers=ATM%0dFANCC&species=9606,none,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=ATM%20FANCC,bone marrow,expressed (broadly_detected),inconclusive (Detected in many),discordant,Only StringDB reports evidence; the other source does not.
FANCA,SLX4,True,True,True,0.935,textmining=0.870; curated_database=0.500; coexpression=0.079,https://string-db.org/cgi/network?identifiers=FANCA%0dSLX4&species=9606,high,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=FANCA%20SLX4,bone marrow,inconclusive (Detected in many),inconclusive (Detected in many),discordant,Only StringDB reports evidence; the other source does not.
BRCA1,MYH9,True,True,False,,no_edge_in_string,https://string-db.org/cgi/network?identifiers=BRCA1%0dMYH9&species=9606,not_applicable,True,1,Affinity Capture-MS,26831064,https://thebiogrid.org/search.php?search=BRCA1%20MYH9,bone marrow,expressed (broadly_detected),expressed (broadly_detected),discordant,Only BioGRID reports evidence; the other source does not.
CXCR2,KRAS,True,True,True,0.429,textmining=0.417; coexpression=0.058; experimental=0.045,https://string-db.org/cgi/network?identifiers=CXCR2%0dKRAS&species=9606,none,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=CXCR2%20KRAS,bone marrow,inconclusive (Detected in many),expressed (broadly_detected),discordant,Only StringDB reports evidence; the other source does not.
RPS24,RPS29,True,True,True,0.999,coexpression=0.991; experimental=0.991; curated_database=0.900; textmining=0.775,https://string-db.org/cgi/network?identifiers=RPS24%0dRPS29&species=9606,high,True,1,Co-fractionation,22863883,https://thebiogrid.org/search.php?search=RPS24%20RPS29,bone marrow,expressed (broadly_detected),expressed (broadly_detected),concordant_positive,"Both StringDB and BioGRID report evidence of interaction. CAVEAT: StringDB's score here is driven mainly by its curated-database channel, which can itself be sourced from BioGRID/IntAct/KEGG/etc. -- this agreement may not be fully independent corroboration."
RPS15,RPS7,True,True,True,0.999,experimental=0.993; coexpression=0.991; curated_database=0.900; textmining=0.447,https://string-db.org/cgi/network?identifiers=RPS15%0dRPS7&species=9606,high,True,3,Co-fractionation,22939629; 26344197; 35831314,https://thebiogrid.org/search.php?search=RPS15%20RPS7,bone marrow,expressed (broadly_detected),expressed (broadly_detected),concordant_positive,"Both StringDB and BioGRID report evidence of interaction. CAVEAT: StringDB's score here is driven mainly by its curated-database channel, which can itself be sourced from BioGRID/IntAct/KEGG/etc. -- this agreement may not be fully independent corroboration."
FANCD2,RTEL1,True,True,True,0.555,textmining=0.530; coexpression=0.091,https://string-db.org/cgi/network?identifiers=FANCD2%0dRTEL1&species=9606,none,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=FANCD2%20RTEL1,bone marrow,expressed (nTPM=12.8),inconclusive (Detected in many),discordant,Only StringDB reports evidence; the other source does not.
FANCI,RAD51C,True,True,True,0.944,textmining=0.931; coexpression=0.193; experimental=0.071,https://string-db.org/cgi/network?identifiers=FANCI%0dRAD51C&species=9606,none,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=FANCI%20RAD51C,bone marrow,expressed (nTPM=28.0),expressed (broadly_detected),discordant,Only StringDB reports evidence; the other source does not.
DKC1,TSR2,True,True,True,0.481,coexpression=0.339; textmining=0.248,https://string-db.org/cgi/network?identifiers=DKC1%0dTSR2&species=9606,none,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=DKC1%20TSR2,bone marrow,expressed (broadly_detected),expressed (broadly_detected),discordant,Only StringDB reports evidence; the other source does not.
CEBPA,IKZF1,True,True,True,0.573,textmining=0.528; experimental=0.091; coexpression=0.083,https://string-db.org/cgi/network?identifiers=CEBPA%0dIKZF1&species=9606,none,True,1,Proximity Label-MS,34189442,https://thebiogrid.org/search.php?search=CEBPA%20IKZF1,bone marrow,inconclusive (Detected in many),expressed (nTPM=160.4),concordant_positive,Both StringDB and BioGRID report evidence of interaction.
IKZF1,SMARCD2,True,True,False,,no_edge_in_string,https://string-db.org/cgi/network?identifiers=IKZF1%0dSMARCD2&species=9606,not_applicable,True,2,Affinity Capture-MS,30760870; 35583604,https://thebiogrid.org/search.php?search=IKZF1%20SMARCD2,bone marrow,expressed (nTPM=160.4),expressed (broadly_detected),discordant,Only BioGRID reports evidence; the other source does not.
